,Doctor,Review,5 
161,Todd Shapiro| MD,�I was in a horseback riding incident on July 29. The emergency room X-rays showed a shattered humerus at the head| joining the shoulder. I have a good friend that works for SCOI| and she highly recommended Dr. Shapiro. I called the next morning| explained my circumstances| and the receptionist got me an appointment the very next day. I found Dr. Shapiro to be kind| knowledgeable| and good at explaining what my healing would entail. I've also had many visits with Carrie. She's great!! She is honest| understanding| and my questions are always answered. The staff there is great and top notch. X-ray machines and the techs are gentle! I�m thrilled with my experience at this facility| even though this was definitely the worst injury of my life so far!�,4
162,Jaime D. Hernandez| MD,�I had pain for several months in my hip and groin. I finally went to SCOI after my primary doctor recommended I see Dr. Jaime Hernandez| who is an orthopedic surgeon. He gave me complete confidence in a diagnosis to have a hip replacement. I am so happy I did this under his able hands and am now recovering with physical therapy. I appreciated the relationship I had with the doctor and his assistants.�,5
163,Paul M. Simic| MD,�As a result of many years of data entry| I have problems with trigger fingers. The pain was getting unbearable and my fingers were locking up constantly. At the suggestion of a cousin who is an RN| I made an appointment to see one of SCOI's hand specialists. My experience there was very pleasant and the doctor| PA| and staff were all very courteous| caring| and professional. Dr. Simic| who| in two visits| administered cortisone shots to get the swelling down| treated me. It has been a month since my last visit and I have a follow up appointment today| October 11th. So far| most of the pain has gone but in two fingers| I still have a problem with them locking up. Later| I will find out what the next step will be.�,5
164,Todd Shapiro| MD,�Two and a half years ago| Dr. Shapiro repaired a complete tear in my rotator cuff and in my biceps muscle. Now| my other shoulder has a partial tear. Dr. Shapiro seems to be right on in diagnosing and confirming with MRI| as well as first steps to take in treatment| which will be therapy first| timing of surgery is if needed| post-op therapy| etc. He explains things clearly and patiently answers all my questions.�,5
165,Jaime D. Hernandez| MD,�After having been told for more than 15 years that I did not need a hip replacement| I was referred to Dr. Hernandez by another SCOI doctor. Dr. Hernandez took one look at my x-rays and said I was in desperate need of a hip replacement. Although most people might be scared with this diagnosis| I was extremely relieved! FINALLY| there was hope for an end to the intense pain I had lived with for far too long!! My surgery was performed in the evening of July 19th| 2012 and I was home recovering early in the day on July 21. My pain was minimal and my recovery was swift! I was back at work as a 5th grade teacher on August 8th| just 20 days after my surgery! I never even had to use the pain pills that were prescribed. Words cannot convey how thankful I am to Dr. Hernandez for giving me my life back! Every day was a struggle for me to just do what I had to do. Now| I am back to hiking and am able to do everything I had been unable to do for so many years!�,5
166,Todd Shapiro| MD,�In March of 2009| my son was 2 1/2 years old. I fell in my house and broke my elbow. I had a hard time finding an orthopedist to treat me until I found Dr. Shapiro. Within 2 days of meeting him| he did surgery and cared for me until I was healed. Dr. Shapiro ended up to be the greatest blessing for me!�,5
167,Jaime D. Hernandez| MD,�I had a hip replacement and everyone was very kind and helpful. Dr. Hernandez was a wonderful surgeon with a good follow up afterward. The nurses were also very good and took good care of me.�,5
168,Robert Gazmarian| MD,�Dr. Karzel saw me in consultation for an old injury resulting in my current problems with both knees. He referred me to Dr. Gazmarian for injections in an attempt to stave off what will be the inevitable knee replacements. I received a series of three injections of by Dr. Gazmarian| along with what remained of a six-week course of physical therapy. My knees are much improved to the point where I can walk up and down stairs without pain. I may experience relief for at least three months| hopefully longer.�,5
169,Mark L. Schamblin| MD,�It was excellent from the beginning to end. Dr. Schamblin is an excellent surgeon. He is an awesome person and also has excellent bedside manners. Leslie is an excellent P.A. She is very kind and knowledgeable. They make a great team. Janelle and Edna are great team members also. They helped me from disability papers to getting refills of pain medication. I have recommended SCOI to many of my friends with orthopedic problems.�,5
170,Christopher D. Hamilton| MD,�I had an ACL replacement and my meniscus fixed. My visits to SCOI were informative and the staff and doctors were helpful. -- David R.�,5
171,Christopher D. Hamilton| MD,�This team gave me my life back. In nine months time| I had two total knee replacements. I was on crutches most of the time and in constant pain| even when I slept. I stopped working and couldn't play or babysit my grandchildren. In September| I was able to be with my 8 grandchildren at Lego land and get back to my favorite hobby| quilting. I've decided to retire. I turned 62 this summer and am looking forward to my first cruise through the Panama Canal. Thanks guys!!!! -- Barbara C.�,5
172,Todd Shapiro| MD,�I had an excellent experience at SCOI. I broke my leg in a skiing accident in Tahoe last February. They got me in to see Dr. Shapiro the next day. He immediately did x-rays and called for a CT Scan. As soon as I had the scan| he said it was too bad of a break and he needed to send me to the best in the west| a specialist at Cedar Sinai. I had a tibial plateau fracture. Apparently| one of the worst ones even the specialist had seen. All of the staff at SCOI is amazing and I was able to do follow up in town with Dr. Shapiro. The two doctors worked together so well. It was amazing to not have to drive back and forth to LA all the time with a leg that wasn't allowed to be bent for the first month after I broke it! ;) Thanks so much!�,5
173,Christopher D. Hamilton| MD,�I want to thank SCOI for their friendly staff. Dr. Hamilton| thank you for taking care of my shoulder. The rotator cuff surgery definitely fixed my aches and pains. Thank you again. Now I can go through the day without pain and sleep through the night.�,5
174,Paul M. Simic| MD,�After being treated unsuccessfully by two other doctors at a different office| I was given three very painful shots by them that were injected at the base of my middle finger for what they called a trigger finger. I was told I was scheduled to have surgery that would definitely fix my problem. The upper fleshy part of my hand was also painfully swollen and with my middle finger not being able to withstand any pressure without great pain| my left hand was basically useless and my problem becoming frightening. So I sought a second opinion. I called my doctor| explained the first doctor wanted to do surgery| and asked for another referral first. She recommended Dr. Paul Simic at the Southern California Orthopedic Institute. I called him immediately. I did not know him| nor had I ever heard of him before. The office staff immediately instilled confidence in me. When I first saw his assistant| who looked at my X-rays and explained things to me| I knew I was in a better place than my last doctor's office. Sill| I had doubts of another shot doing any good at all. Dr. Simic came in| examined my hand| looked at x-rays| and then communicated everything about my problem with greater clarity as well as in a far better manner| a much greater bedside manner| if you will| than the other doctors. He asked me if when I had received the previous shots| my finger had ever felt as if it was kind of filling up. I said| no. Never. And told him how VERY PAINFUL those shots had been and that the doctor who gave me two of the shots seemed like| on the last shot| he was looking for the correct spot as he TWISTED the needle around| causing much of the pain. I was certainly not looking forward to going through that again. He carefully re-examined my finger and then said that he felt that it was a good chance a shot would work and might prevent surgery. Everything about him and his office inspired me. I agreed to it. As he was about to give me the shot and anticipating the pain| I took out a handkerchief| stuck it in my mouth and bit down on it. Well| the shot was over quickly| my finger did have a painless sensation of feeling as if the fluid was filling it up. The shot was almost pain free and I knew almost immediately that it was working. I COULD NOT BELIEVE THE DIFFERANCE IN MY VISIT TO THIS DOCTOR| NIGHT AND DAY. DR. SIMIC PERFORMED THIS MANEUVER SO MUCH BETTER than my previous encounters. I felt that he had fixed my problem. My hand/finger has been better than it has been in a couple of years. That was on 9.3.2013. Today| almost five weeks later| I can say that the only time it has acted up| was after a visit to the market| when I carried to my car three or four very heavy plastic bags in each hand. They pulled down hard at the base of my middle finger in my left hand. Though I was concerned about the fresh pain for a few days. It went away and has not returned. It is very important to me. I have not called Dr. Simic's office since to share my experience with him| so please pass this on to him so that he knows how very much he is appreciated. Also| please tell him that I did tell my doctor| and the folks at the MPH home| how very exceptional he was| and that they should refer people to him from now on. I raved about how good he was. They said that they would. You have my permission to use any or all of this in order to reach people and let them know what an extraordinary| and brilliant doctor that Paul Simic has been for me. Thank you.�,5
175,Todd Shapiro| MD,�I was in a horseback riding incident on July 29. The emergency room X-rays showed a shattered humerus at the head| joining the shoulder. I have a good friend that works for SCOI| and she highly recommended Dr. Shapiro. I called the next morning| explained my circumstances| and the receptionist got me an appointment the very next day. I found Dr. Shapiro to be kind| knowledgeable| and good at explaining what my healing would entail. I've also had many visits with Carrie. She's great!! She is honest| understanding| and my questions are always answered. The staff there is great and top notch. X-ray machines and the techs are gentle! I�m thrilled with my experience at this facility| even though this was definitely the worst injury of my life so far!�,5
176,John L. Etcheverry| DPM,�Dr. Etcheverry and the whole staff at SCOI were terrific throughout this whole ordeal. This is the first broken bone I have had in my 62 years. They were very thorough and explained every thing| so I could understand what the procedure for this type of injury would be. Anna was a lifesaver to my wife. Not only did she help with all the Worker's Comp paperwork| but she arranged all the other doctor visits that were required. We went through a bit of stress when I found out I had to have an EKG and resulted in going to a heart specialist. She arranged all of this for us. All in all| this whole experience went very well and I am on the mend and back to work. Thank you SCOI for everything you all did to help me during all of this. I would readily recommend this facility to anyone who needed any type of orthopedic care. -- Lewis P.�,5
177,John L. Etcheverry| DPM,�Dr. Etcheverry is treating me for a recent left broken foot. I am also being treated for an old knee worker�s comp injury by Dr. Shapiro and his PA. Dr. Etcheverry and his staff have been a Godsend. They are professional| caring| and most importantly responsive to my needs no matter the degree. My experience with Dr. Shapiro albeit short given| has also been a good experience with no apparent frivolous delays. He is to the point with treatments and his staff knows what to do in his stead.�,5
178,David M. Auerbach| MD,�I had a great experience at SCOI. Dr. Auerbach made me feel very comfortable with the procedure and his staff was very professional. I would definitely recommend SCOI to friends and family. -- Hilary M.�,5
179,Robert Gazmarian| MD,�Dr. Karzel saw me in consultation for an old injury resulting in my current problems with both knees. He referred me to Dr. Gazmarian for injections in an attempt to stave off what will be the inevitable knee replacements. I received a series of three injections of by Dr. Gazmarian| along with what remained of a six-week course of physical therapy. My knees are much improved to the point where I can walk up and down stairs without pain. I may experience relief for at least three months| hopefully longer.�,5
180,David M. Auerbach| MD,�To my relief| Dr. Auerbach was attentive| knowledgeable| and informative. His manner was pleasant| and generous| relative to the surgical skills formally performed by a surgeon unrelated to the Southern California Orthopedic Institute. The staff was equally pleasant and efficient. I would not hesitate to recommend Dr. Auerbach to friends and family| should they need his services and skills. -- JC E.�,5
181,Robert Gazmarian| MD,�I went to Dr. Gazmarian first| to determine if there was anything I could do before resorting to surgery. He explained various treatment options and their effectiveness. He was thorough in explaining my injury and MRI results. He also had a positive attitude and linked me with Dr. Hanker to have surgery. Dr. Hanker was also thorough in explaining my injury as well as the surgery he performed. He spent time answering any questions I had| which was very reassuring! His assistant| Leyla was kind and knowledgeable and returned my phone calls promptly. I am happy with my surgery results and all the care I received by the physicians at SCOI. -- Aimee�,5
182,Patricia C. McKeever| MD,�My daughter badly bent the ligaments of her thumb at cheerleading practice. It was very painful. Dr. McKeever saw her right away and was able to put my daughter's thumb back into place without a shot| in a matter of seconds. We were amazed and relieved! Her assistant did a great job putting my daughter's arm in a cast to match her school colors. -- Gwen H.�,5
183,Jaime D. Hernandez| MD,�Throughout my life| I have always been a very active person| participating in a variety of sports and at a younger age| at a relatively elite level. Sadly for me| some years back| after a couple of training-related falls| I found myself in quite a degree of skeletal pain| primarily in my left hip and leg. I did the usual route of rheumatologists| anti-inflammatory drugs| and painkillers| however| my condition deteriorated to a level where suddenly| I found myself walking with a cane| which to me| was not acceptable.The constant pain and lack of sleep was really getting me down| fortunately| I had an exceptional personal trainer| who along with keeping me physically fit| committed herself to getting me pain-free. I did not welcome the idea of hip replacement surgery. I eventually realized that it was the only solution to potentially eradicate my constant pain. My trainer told me that through her extensive Californian healthcare network| she would do research to find me the very best hip surgeon in Los Angeles. To this very day| I am convinced that she was 110% successful with her quest. She recommended Dr. Jaime Hernandez as the person who would fix my problems! From the moment I met Dr. Hernandez| I knew that he was the perfect surgeon to get me back| as close as possible| to my peak level of pain-free and cane-free fitness. The whole process from his preliminary detailed description of the surgical procedure| the actual procedure itself| and my wonderful post-operative nursing care was actually way better than I had actually hoped for. This attitude is reinforced with my regular follow up consultations with Dr. Hernandez and his wonderful team. I feel highly qualified| from a patient's perspective| to say that it doesn't get any better than this! One thing that I really must emphasize is that from the moment I awoke in post-op| I have really not had any pain whatsoever and I believe that this is truly remarkable| based upon where I was pain wise when I was admitted. Sometime in the future| I will most likely have my other hip replaced and frankly| I cannot begin to imagine having the procedure done by any surgeon other than the remarkable Dr. Jaime Hernandez. -- David G.�,5
184,David M. Auerbach| MD,�To my relief| Dr. Auerbach was attentive| knowledgeable| and informative. His manner was pleasant| and generous| relative to the surgical skills formally performed by a surgeon unrelated to the Southern California Orthopedic Institute. The staff was equally pleasant and efficient. I would not hesitate to recommend Dr. Auerbach to friends and family| should they need his services and skills. -- JC E.�,5
185,Robert Gazmarian| MD,�I went to Dr. Gazmarian first| to determine if there was anything I could do before resorting to surgery. He explained various treatment options and their effectiveness. He was thorough in explaining my injury and MRI results. He also had a positive attitude and linked me with Dr. Hanker to have surgery. Dr. Hanker was also thorough in explaining my injury as well as the surgery he performed. He spent time answering any questions I had| which was very reassuring! His assistant| Leyla was kind and knowledgeable and returned my phone calls promptly. I am happy with my surgery results and all the care I received by the physicians at SCOI. -- Aimee�,5
186,Patricia C. McKeever| MD,�My daughter badly bent the ligaments of her thumb at cheerleading practice. It was very painful. Dr. McKeever saw her right away and was able to put my daughter's thumb back into place without a shot| in a matter of seconds. We were amazed and relieved! Her assistant did a great job putting my daughter's arm in a cast to match her school colors. -- Gwen H.�,5
187,Jaime D. Hernandez| MD,�Throughout my life| I have always been a very active person| participating in a variety of sports and at a younger age| at a relatively elite level. Sadly for me| some years back| after a couple of training-related falls| I found myself in quite a degree of skeletal pain| primarily in my left hip and leg. I did the usual route of rheumatologists| anti-inflammatory drugs| and painkillers| however| my condition deteriorated to a level where suddenly| I found myself walking with a cane| which to me| was not acceptable.The constant pain and lack of sleep was really getting me down| fortunately| I had an exceptional personal trainer| who along with keeping me physically fit| committed herself to getting me pain-free. I did not welcome the idea of hip replacement surgery. I eventually realized that it was the only solution to potentially eradicate my constant pain. My trainer told me that through her extensive Californian healthcare network| she would do research to find me the very best hip surgeon in Los Angeles. To this very day| I am convinced that she was 110% successful with her quest. She recommended Dr. Jaime Hernandez as the person who would fix my problems! From the moment I met Dr. Hernandez| I knew that he was the perfect surgeon to get me back| as close as possible| to my peak level of pain-free and cane-free fitness. The whole process from his preliminary detailed description of the surgical procedure| the actual procedure itself| and my wonderful post-operative nursing care was actually way better than I had actually hoped for. This attitude is reinforced with my regular follow up consultations with Dr. Hernandez and his wonderful team. I feel highly qualified| from a patient's perspective| to say that it doesn't get any better than this! One thing that I really must emphasize is that from the moment I awoke in post-op| I have really not had any pain whatsoever and I believe that this is truly remarkable| based upon where I was pain wise when I was admitted. Sometime in the future| I will most likely have my other hip replaced and frankly| I cannot begin to imagine having the procedure done by any surgeon other than the remarkable Dr. Jaime Hernandez. -- David G.�,5
188,Jonathan S. Jaivin| MD| FACS,�Dr. Jaivin changed my life by operating on my toe joint. I can walk miles without pain. My experience was top notch. I would recommend this surgical group highly to anybody who needs orthopedic help! -- Dean S.�,5
189,Jonathan S. Jaivin| MD| FACS,�I was having pain on my left foot for a year. I went to a podiatrist| who did x-rays and a MRI and said that he couldn't find a problem. He said therefore| it was probably a weak peroneus tertius muscle or 5th tendon. He gave me a boot to wear for two weeks. Well| after five weeks of wearing it| the pain was still there. The pain was always with the first step after resting. For example| when I woke up| my first step out of bed was painful. If I sat on the couch for longer then five minutes| the pain would come when I started walking. Exercising was also painful. I thought that I would have to live with the pain for the rest of my life. My husband recommended Dr. Jaivin after he helped him with his foot. I went in and Dr. Jaivin said that he had seen a few cases like mine and had a high percentage of success rates with pain relief. Well| it took him five minutes to give me a cortisone shot in my foot. Immediately| I felt relief. I came in with pain and left pain free. That was two months ago. I wish I had gone a year ago when my husband first suggested him. I cannot thank him enough. -- Tamara K.�,5
190,Todd J. Molnar| MD,�I have been going to Dr. Molnar for 20 years| mostly for my back. However| when I have had other physical problems like my knee| I have consulted with him as well. I have always found him pleasant| thorough| and patient. I particularly like his support staff. Margret is absolutely amazing| taking excellent care of me| and making me feel like I count. Michael has been extremely accommodating in any of the paper work that I might need. They make me feel welcome and never as an inconvenience.�,5
191,Mark L. Schamblin| MD,�Dr. Schamblin| in the Bakersfield office| did a shoulder cuff repair on both of my shoulders. He is an excellent surgeon. His P.A. Leslie is excellent. I recommend this office to anybody that has bone or joint problems.�,5
192,Todd J. Molnar| MD,�I have been going to Dr. Molnar for 20 years| mostly for my back. However| when I have had other physical problems like my knee| I have consulted with him as well. I have always found him pleasant| thorough| and patient. I particularly like his support staff. Margret is absolutely amazing| taking excellent care of me| and making me feel like I count. Michael has been extremely accommodating in any of the paper work that I might need. They make me feel welcome and never as an inconvenience.�,5
193,Mark L. Schamblin| MD,�Dr. Schamblin| in the Bakersfield office| did a shoulder cuff repair on both of my shoulders. He is an excellent surgeon. His P.A. Leslie is excellent. I recommend this office to anybody that has bone or joint problems.�,5
194,Mark H. Getelman| MD,�My shoulder was causing constant pain and sleepless nights. Dr. Getelman operated on my shoulder and I now have no pain and am sleeping fine. I am very grateful to Dr. Getelman and his staff. God bless each and every one if them! -- Mark M.�,5
195,Carlos A. Guanche| MD,�I had severe arthritis in both shoulders and I couldn't lift my arms more than half way up. Dr. Guanche did a total replacement of both shoulders. He was fantastic| explained that I could have my life back and be pain free for the first time in 20 years. He talked me through everything and set my mind at ease before the surgery and has been great about helping me recover after. -- JP H.�,5
196,Mark H. Getelman| MD,�I had surgery in June 2013 to repair my ACL in my left knee. Dr. Getelman did an awesome job and the surgery went smoothly. He recorded the surgery for me and I received a DVD of the experience. My physical therapy went well and I am glad I had this surgery done. I love to snow ski and I have the full use of my knee back now. I also want to mention that a donor graft was used to replace my torn ACL. Because of this| my incisions were minimal and the scars left are barely noticeable. I am very pleased with the outcome and Dr. Getelman and his staff are the best!�,5
197,Carlos A. Guanche| MD,�I have had a total reverse shoulder replacement by Dr. Guanche. I then went through rehabilitation at SCOI after surgery and cannot say enough about how impressed I am by their professionalism and personal| caring attitude toward each patient. I had no pain and was treated with dignity. I was taught what to do upon returning home after extensive physical therapy. The knowledge I gained at SCOI has allowed me to lead a pain-free life and I can now physically do things that I could only dream of before. I recommend SCOI to any and all who are looking for the perfect orthopedic experience. -- Donna P.�,5
198,John L. Etcheverry| DPM,�I broke my right ankle in 1998| in multiple places playing football. The result was nine screws and a plate. In 2012| I decided it was time to remove the hardware| based on minimal problems I was having. Dr. Schamblin removed my hardware. He was the third doctor over the past 15 years to advise of the removal| but the only doctor that made me feel comfortable and confident in doing so. In April 2012| I had my hardware removed. In May 2012| I had an infection and reaction to the stitches and had to go back to surgery. Dr. Schamblin and his staff were wonderful through both procedures. In July| I was still having some of the same problems with pain and mobility. Dr. Schamblin did not give up. In fact| he referred me to Dr. Etcheverry| who is ankle specific. Dr. Etcheverry cleaned out my ankle in August 2012 and because of that surgery| I have regained mobility that I lost 15 years ago. I was never in a rush to make any decision and both doctors never left me any doubt that each decision with them and SCOI was the right decision for me. I will always recommend SCOI and my two doctors to anyone needing medical advice or treatment.�,5
199,Mark H. Getelman| MD,�Dr. Getelman did a right knee medial meniscus clean up in late September 2012 of a nasty tear. By mid-November| after six weeks of physical therapy| my knee is great and I'm back to normal| working out five or six days a week and playing golf.�,5
200,Michael S. Bahk| MD,�As a 19 year old| I used to think I was invincible from the world of injuries. Until I sustained a knee injury that was severe enough to sideline me for quite some time. Having a knee injury that was slightly out of the norm| I am so glad that I chose to come to SCOI. Dr. Burns walked through a 2-year process with me as we got me back on track and playing the sport that I love. He communicated in a way that I could understand and even through a long process with a couple of surgeries tacked on I can honestly say he is the reason why I went back to play volleyball and start training for my first half marathon. With his positive attitude I was able to maintain my positive attitude| making the process that much smoother. But with my luck| I also sustained another injury| this time on my other knee. Having moved out of the Northridge/Van Nuys area and into the Conejo Valley area| I knew that SCOI would have physicians that I could trust. Dr. Bahk guided me through the process and it was a piece of cake. I felt comfortable about his decisions and game plan going into surgery. And almost 5 months later| I am getting closer and closer to being able to do the things I love| maintaining an active lifestyle that a now 23 year old should have. Thank you SCOI for helping me along the way!�,5
201,Richard D. Ferkel| MD,�My knees hate me| plain and simple. At 24| I'm preparing myself for my 7th new surgery| and by god| this had better be my last. At age 13| my knees starting dislocating for no rhyme or reason| just out of the socket they would go. I was living in Oregon at the time and had my first two surgeries there| one on the right and one on the left. Mistake! My muscles are too stretchy and they did a lateral release on both. Dr. Richard Ferkel has treated my father since he was my current age and it was the most logical step in mind to go in and get a second opinion from the man| the myth| the legend| as soon as I moved back to California. The process of surgeries 3-5 began. I'm a martial artist. So keeping strong and healthy is critical for me to be able to learn and as an instructor at my studio| to teach as well. After two years of recovery and constant rehab for surgery number five| my third on my right knee| I became as active as I have ever been and boy did it feel amazing! This last August| I started feeling pain again in my left knee| just what I needed. Mrs. Natalie is a god let me tell you. I called her up| got in right away for an x-ray| and discovered I had a new friend in my knee in the form of a half-inch bone chip. So the process for surgery six began. I was back at my karate studio the day of surgery| wrapped up and on Advil| getting my new belt. I then spent several weeks rehabbing before getting back on the mat to train for my next level. The real bummer came to be. At the very start of this New Year| I was in a sparring class| giving it my all| then a lunge| pop| and fall took me down. There went my ACL| and consequently| there went my sanity. That was possibly the hardest doctors appointment I've ever had to go through| to have to hear that my dreams and goals have to once again be put on hold so that my body can be repaired. I lost it| legitimately lost it. But because SCOI and Dr. Ferkel�s team is like a second family to me| I've been able to start pushing through my own sadness to see the bigger goal. So| here I am now before surgery seven| teaching every day until surgery because training isn't an option and doing my best to keep my head in the game. Through injury we| or at least I have learned to take a step back to examine what it is I am doing as what it is I CAN do to keep myself happy and safe. Through the blood| sweat| and tears| I don't think I would change a thing that I have been through| other than maybe being blessed with better knees at birth. It has made me stronger and dare I say more patient to boot. I have hardware that can make me beep in metal detectors| I have scars that each have their own story| and I have a family at SCOI that I cherish. Look forward| never back| and set your goals. Let SCOI help you do all that. It is worth all your time and effort to get the absolute best care possible and you'll find it there.�,5
202,Michael S. Bahk| MD,�Thank you for being such a personable| compassionate surgeon. My shoulder problems plagued me for two years and I had seen three other doctors. When I came in to see you for a consultation| you put me at ease right away. You have a great personality that is genuinely warm and caring. It is great to have a skilled surgeon but one that is truly caring is very special! Thanks for listening| and thanks for taking the time to explain what to expect. I also appreciated the video with your explanation during my surgery. Many thanks for your excellent skills| attentiveness| care| and concern. I'm not looking forward to any surgery soon however| if I need a surgeon| I know where I will go for excellent care. Also I would like to praise Erika for her attention to detail. She was always on top of everything. I have been very satisfied with the care I have received from you.�,5
203,Richard D. Ferkel| MD,�This is a great facility from the surgery to the physical therapy. You guys are the best and have wonderful doctors. I really enjoyed physical therapy. They really know what they are doing. The facility is clean and parking is good.�,5
204,David M. Auerbach| MD,�I saw Dr. Auerbach recently for the first time| for problems with my shoulder| elbow| a trigger finger problem| and inflammation near my thumb. I found him to be a rare gem of a doctor. He is wonderfully caring| gentle| kind| exceptionally knowledgeable| and professional. He made me feel like he really honestly cared about the wellbeing and health of his patients. He did not rush through my office visit| like how other typical doctors rush through office visits| and he was very calm and centered| letting me ask questions. He answered those questions with great patience and clarity. I like to be involved in my own health treatments and options| and he was wonderful and explained to me my options for treatment| which were either steroid injections or wraps to wear on my elbow and hand/thumb area. I chose to go with the wraps and they have helped me tremendously. I had an entirely wonderful experience with him as my doctor. I trust him fully and would definitely go to him again| if I have any return of symptoms. I entirely recommend him to anyone who wants a doctor who they can trust fully and who really| truly cares for his patients.�,5
205,Brian S. Grossman| MD,�I wanted to thank Dr. Grossman and his staff for once again helping me be able to live my life to the fullest by repairing my lumbar issues. I immediately felt relief after the surgery and continued to heal quickly from the surgery. Him and has staff are amazing at making you know you are being cared for and they use the latest and greatest technology to make the surgery the least invasive it can be to get you back living life quickly. Thank you gain Dr. Grossman and staff. You have made a world of difference to me and my family in helping me. You guys are truly amazing!�,5
206,Babak Barcohana| MD,�I waited 14 years to have surgery| and finding the right combination of doctor and surgical approach was the most important factor in deciding to proceed in treating my aching back. Dr. Barcohana explained the approach he would take| was thorough in presenting the pros and cons of the approach| and put my fears to rest when talking about the results of the procedure. From diagnosis through surgery and now physical therapy| it�s been a seamless experience. At ten weeks| I have no pain| and the recovery has been much| much quicker than I expected. Thanks ever so much to the staff of SCOI and thank you Dr. Barcohana for your expertise and giving me my life back.�,5
207,Richard D. Ferkel| MD,�I had surgery on my right ankle. He was very professional and thorough in explaining all of my options. The entire staff is very friendly and caring. They are gentle in handling the affected areas and explain all steps of the healing process. You never wonder what will happen next because all steps are described from the beginning.�,5
208,Jaime D. Hernandez| MD,�I was a 56-year-old male who enjoyed all outdoor activities| but had been experiencing pain in my left hip for about a year. I always thought it would just go away and tried to ignore it. In September of 2011| I was on a 15 mile hike in Yosemite and was having trouble keeping up with the boys. I had always been the leader and finally admitted to myself I had a problem. After returning from that camping trip| I made an appointment to see Dr. Jaime Hernandez at SCOI in Van Nuys| California. He asked me a few questions and took a few X-Rays. His diagnosis was a hip replacement. I made an appointment for surgery and on February 13| 2012. Dr. Hernandez performed the most perfect hip replacement procedure anyone could ask for. I was walking the day after surgery and riding my mountain bike 20 miles within a month. It was an easy procedure to recover from| and with therapy and the guidance of Dr. Hernandez| I was back to a full and active life within 7 weeks of the surgery. Looking back| I can only ask myself| Why did I wait so long to seek help? This summer I went bike riding| body surfing| hiking| swimming in Hawaii| and played tennis as if I was 20 years old all over again. All I can say is THANK YOU| THANK YOU| THANK YOU to Dr. Hernandez and the SCOI team. -- Donald G.�,5
209,Jonathan S. Jaivin| MD| FACS,�My son| who is 14| had a broken toe and was seen by Dr. Jaivin. Dr. Jaivin doesn't usually take patients under 16| but lucky for us| he took my son. Dr. Jaivin has such a great bedside manner| and treated my son like a young adult. We had a very good experience and would recommend him to everyone!�,5
210,Jonathan S. Jaivin| MD| FACS,�What a great experience from all doctors� staff from the receptionist| nurse| X-ray and check out. Everyone treated me in a professional and friendly manner.�,5
211,Ronald P. Karzel| MD,�SCOI is an amazing facility and I am so glad it's here in Santa Clarita| where I live. It's nice to be able to go to one place for your doctors| x-rays| MRIs and physical therapy. Dr. Karzel and his staff are great! Dr. Karzel has done all my surgeries including| a right shoulder and double knee surgeries. Everything went as planned. I completed my physical therapy and am back to waterskiing and working out on a regular basis!�,5
212,Todd J. Molnar| MD,�In the last week of coaching my youth football team to a Super Bowl| I was dealing with an old problem| a ruptured disk # 6&7 (pain in the neck literally). Then I fractured my heel during football. I was really worried I would not be able to coach my team in the big game| so I immediately went in to see Dr. Molnar. He patched me up so I could finish coaching the last week of the season. Now after a spinal procedure and a walking boot I should be back in the gym in a couple weeks. Thanks Dr. Molnar| you are the man.�,5
213,Todd J. Molnar| MD,�In November of 2013| I developed back and leg pains and returned to Dr. Molnar after several years of improvement. As in the past| Dr. Molnar and his staff were very sensitive to my pain and discomfort| caused by Scoliosis and herniated discs (now 3). They began to assess the condition| which included x-rays and a MRI to determine the root cause. As a result of this| Dr. Molnar determined that an epidural injection would help with the pain caused by deterioration of my spine. The treatment was followed by a visit to Brian| who explained that Dr. Molnar wanted me to have physical therapy. I chose the SCOI Rehab Center because I had a very positive experience several years ago. The principal physical therapist| Jessica| very ably assessed my condition. The therapy treatments began with much success| as I already feel the improvement. I'm very thankful to Dr. Molnar| Brian| the entire staff| and Jessica and her Team. I have always highly recommended SCOI to friends| colleagues| and even clients. I must add that the reception staff is very courteous and helpful. I am looking forward to getting back to where I was before my crisis occurred and to hopefully return to my Pilates sessions. Thanks for all you do!�,5
214,A. Elizabeth Bloz�| MD,�When I first met Dr. Bloze I could barely carry on with the simplest of tasks. I was crooked and the pain was off the charts. Despite other doctors saying that surgery was the only way Dr. Bloze kept me away from the knife. She is a hero of mine. She is everything a doctor should be. Approachable| understanding| caring...I could go on for days. I am truly blessed and extremely lucky that I found Dr. Bloze and SCOI. To this day I am surgery free.�,5
215,A. Elizabeth Bloz�| MD,�I love SCOI! As a middle-aged active woman| SCOI is my go-to place for all my aches and injuries. Dr. Karzel performed shoulder surgery on my in 2010 and I'm pain free and have nearly my full range of motion| and it's such that I don't notice a difference between shoulders. Dr. Lynch performed carpal tunnel surgery 2009 and no more pain| numbness or tingling! Dr. Bloze is currently helping me with a herniated disk and she is knowledgeable and a great listener. Two of my athletic kids have also seen Dr. Karzel (for ACL surgery) and Dr. Lynch for several fractured digits. SCOI in Valencia is close by and I'm so happy for all the great doctors and staff there! Thank you!�,5
216,Jaime D. Hernandez| MD,�My total knee replacement in April 2012 went very smoothly and the pain post-operatively was very minimal. Dr Hernandez and his staff are very professional and personable| plus he has a good sense of humor. I would most definitely return to him| if I ever needed further joint replacement. Highly recommended.�,1
